전공/학과,교과목명,담당교수,강의시간,수강인원
글로벌커뮤니케이션센터(학사),Advertising Communication principles in Digital and Print Media,앤써니캐셔(Anthony Kaschor),"화 C / 차121, 목 E / 차121",37
글로벌커뮤니케이션센터(학사),English for Career Development,마크샘플(Mark Sample),"화 A / 차123, 목 B / 차123",33
글로벌커뮤니케이션센터(학사),English for Global Tourism,허켈리(Kelly Un Kyong Hur),"화 C / 차122, 목 E / 차122",27
글로벌커뮤니케이션센터(학사),Introduction to Women’s Sexuality,쉐리슬릭(Sheri Slick),"화 A / , 목 B / ",50
글로벌커뮤니케이션센터(학사),Korean Economy and South East Asian Markets,Haggai Kennedy Ochieng,"월 F / 차227, 수 D / 차227",6
글로벌커뮤니케이션센터(학사),Korean University Student Journalism and Publishing,마크샘플(Mark Sample),"화 D / 차121, 목 F / 차121",4
글로벌커뮤니케이션센터(학사),Ordinary Superheroes in Animated Films,마크샘플(Mark Sample),"화 B / 차122, 목 A / 차122",0
글로벌커뮤니케이션센터(학사),TED English,애덤(Adam Talbot),"화 F / 차121, 목 D / 차121",18
글로벌커뮤니케이션센터(학사),영어회화,채드(Chad Luff),월 5~6 / 차144,14
글로벌커뮤니케이션센터(학사),영어회화,피터(Peter Song),월 5~6 / 차145,15
글로벌커뮤니케이션센터(학사),영어회화,샘(Samuel Smith),월 5~6 / 차146,18
글로벌커뮤니케이션센터(학사),영어회화,마크샘플(Mark Sample),월 5~6 / 차147,14
글로벌커뮤니케이션센터(학사),영어회화,윌리엄(William Williams),월 3~4 / 차144,17
글로벌커뮤니케이션센터(학사),영어회화,메튜퍼거슨(Oliver Matthew Ferguson),월 5~6 / 차143,14
글로벌커뮤니케이션센터(학사),영어회화,루이스(Luis Adrian Jaramillo),수 3~4 / 차147,16
글로벌커뮤니케이션센터(학사),영어회화,채드(Chad Luff),월 3~4 / 차143,15
글로벌커뮤니케이션센터(학사),영어회화,마크샘플(Mark Sample),월 3~4 / 차145,16
글로벌커뮤니케이션센터(학사),영어회화,루이스(Luis Adrian Jaramillo),월 3~4 / 차146,16
글로벌커뮤니케이션센터(학사),영어회화,샘(Samuel Smith),월 7~8 / 차145,15
글로벌커뮤니케이션센터(학사),영어회화,허켈리(Kelly Un Kyong Hur),월 3~4 / 차147,14
글로벌커뮤니케이션센터(학사),영어회화,루이스(Luis Adrian Jaramillo),월 7~8 / 차143,15
글로벌커뮤니케이션센터(학사),영어회화,쉐리슬릭(Sheri Slick),월 7~8 / 차144,15
글로벌커뮤니케이션센터(학사),영어회화,애덤(Adam Talbot),월 7~8 / 차146,16
글로벌커뮤니케이션센터(학사),영어회화,채드(Chad Luff),월 7~8 / 차147,15
글로벌커뮤니케이션센터(학사),영어회화,앤써니캐셔(Anthony Kaschor),수 1~2 / 차143,16
글로벌커뮤니케이션센터(학사),영어회화,허켈리(Kelly Un Kyong Hur),월 1~2 / 차145,15
글로벌커뮤니케이션센터(학사),영어회화,애덤(Adam Talbot),수 1~2 / 차144,15
글로벌커뮤니케이션센터(학사),영어회화,앤써니캐셔(Anthony Kaschor),월 1~2 / 차143,15
글로벌커뮤니케이션센터(학사),영어회화,윌리엄(William Williams),월 1~2 / 차144,14
글로벌커뮤니케이션센터(학사),영어회화,루이스(Luis Adrian Jaramillo),월 1~2 / 차146,12
글로벌커뮤니케이션센터(학사),영어회화,채드(Chad Luff),수 1~2 / 차147,19
글로벌커뮤니케이션센터(학사),영어회화,쉐리슬릭(Sheri Slick),수 5~6 / 차145,18
글로벌커뮤니케이션센터(학사),영어회화,윌리엄(William Williams),수 1~2 / 차146,20
글로벌커뮤니케이션센터(학사),영어회화,피터(Peter Song),수 5~6 / 차143,18
글로벌커뮤니케이션센터(학사),영어회화,채드(Chad Luff),수 5~6 / 차144,18
글로벌커뮤니케이션센터(학사),영어회화,마크샘플(Mark Sample),수 1~2 / 차145,17
글로벌커뮤니케이션센터(학사),영어회화,피터(Peter Song),수 7~8 / 차143,17
글로벌커뮤니케이션센터(학사),영어회화,메튜퍼거슨(Oliver Matthew Ferguson),수 3~4 / 차143,15
글로벌커뮤니케이션센터(학사),영어회화,앤써니캐셔(Anthony Kaschor),수 3~4 / 차144,17
글로벌커뮤니케이션센터(학사),영어회화,애덤(Adam Talbot),수 3~4 / 차145,14
글로벌커뮤니케이션센터(학사),영어회화,허켈리(Kelly Un Kyong Hur),수 3~4 / 차146,16
글로벌커뮤니케이션센터(학사),영어회화,메튜퍼거슨(Oliver Matthew Ferguson),수 7~8 / 차144,18
글로벌커뮤니케이션센터(학사),영어회화,쉐리슬릭(Sheri Slick),수 7~8 / 차145,16
글로벌커뮤니케이션센터(학사),영어회화,샘(Samuel Smith),수 7~8 / 차146,18
글로벌커뮤니케이션센터(학사),전문영어: Academic Writing,피터(Peter Song),"화 A / 차121, 목 B / 차121",25
글로벌커뮤니케이션센터(학사),전문영어: Academic Writing,메튜퍼거슨(Oliver Matthew Ferguson),"월 F / 차226, 수 D / 차226",20
글로벌커뮤니케이션센터(학사),전문영어: Academic Writing,메튜퍼거슨(Oliver Matthew Ferguson),"월 B / 차121, 수 A / 차121",25
글로벌커뮤니케이션센터(학사),전문영어: Academic Writing,피터(Peter Song),"화 B / 차121, 목 A / 차121",23
글로벌커뮤니케이션센터(학사),전문영어: Business and Presentation English,채드(Chad Luff),"월 A / 차122, 수 B / 차122",0
글로벌커뮤니케이션센터(학사),전문영어: Business and Presentation English,채드(Chad Luff),"월 B / 차122, 수 A / 차122",0
글로벌커뮤니케이션센터(학사),전문영어: English through Current Events and News,윌리엄(William Williams),"월 E / 차122, 수 C / 차122",25
글로벌커뮤니케이션센터(학사),전문영어: English through Current Events and News,윌리엄(William Williams),"월 F / 차122, 수 D / 차122",24
글로벌커뮤니케이션센터(학사),전문영어: From Resume to Job Interview,마크샘플(Mark Sample),"월 E / 차121, 수 C / 차121",25
글로벌커뮤니케이션센터(학사),전문영어: From Resume to Job Interview,마크샘플(Mark Sample),"월 F / 차121, 수 D / 차121",25
글로벌커뮤니케이션센터(학사),전문영어: Introduction to Creative Writing,허켈리(Kelly Un Kyong Hur),"월 D / 차123, 수 F / 차123",25
글로벌커뮤니케이션센터(학사),전문영어: Introduction to Creative Writing,박상희,"월 C / 차123, 수 E / 차123",25
글로벌커뮤니케이션센터(학사),전문영어: Introduction to Creative Writing,허켈리(Kelly Un Kyong Hur),"월 F / 차123, 수 D / 차123",25
글로벌커뮤니케이션센터(학사),전문영어: Introduction to Voice of Influence,루이스(Luis Adrian Jaramillo),"월 D / 차124, 수 F / 차124",21
글로벌커뮤니케이션센터(학사),전문영어: Introduction to Voice of Influence,루이스(Luis Adrian Jaramillo),"월 F / 차124, 수 D / 차124",0
글로벌커뮤니케이션센터(학사),전문영어: Listening and Reading Skills Focused on Female Leadership,쉐리슬릭(Sheri Slick),"월 A / 차123, 수 B / 차123",0
글로벌커뮤니케이션센터(학사),전문영어: Listening and Reading Skills Focused on Female Leadership,쉐리슬릭(Sheri Slick),"월 B / 차123, 수 A / 차123",20
글로벌커뮤니케이션센터(학사),전문영어: Productivity and Self-Improvement,샘(Samuel Smith),"월 A / 차124, 수 B / 차124",20
글로벌커뮤니케이션센터(학사),전문영어: Productivity and Self-Improvement,샘(Samuel Smith),"월 B / 차124, 수 A / 차124",24
글로벌커뮤니케이션센터(학사),전문영어: Public Speaking Skills and Presentations,앤써니캐셔(Anthony Kaschor),"월 C / 차122, 수 E / 차122",25
글로벌커뮤니케이션센터(학사),전문영어: Public Speaking Skills and Presentations,앤써니캐셔(Anthony Kaschor),"화 A / 차122, 목 B / 차122",25
글로벌커뮤니케이션센터(학사),전문영어: Reading&Listening for Academic Materials in English,애덤(Adam Talbot),"월 C / 차121, 수 E / 차121",25
글로벌커뮤니케이션센터(학사),전문영어: Reading&Listening for Academic Materials in English,애덤(Adam Talbot),"월 D / 차121, 수 F / 차121",24
소통역량개발센터(학사),대학글쓰기(이공계),김영희,"월 F / 차250, 수 D / 차250",17
소통역량개발센터(학사),대학글쓰기(이공계),황인순,"월 E / 차254, 수 C / 차254",20
소통역량개발센터(학사),대학글쓰기(이공계),이윤빈,"월 F / 차255, 수 D / 차255",19
소통역량개발센터(학사),대학글쓰기(이공계),김혜정,"월 F / 차254, 수 D / 차254",18
소통역량개발센터(학사),대학글쓰기(이공계),권선경,"월 F / 차253, 수 D / 차253",19
소통역량개발센터(학사),대학글쓰기(이공계),이현정,"월 F / 차252, 수 D / 차252",17
소통역량개발센터(학사),대학글쓰기(이공계),양소영,"월 F / 차251, 수 D / 차251",17
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),이효영,"월 A / 차250, 수 B / 차250",14
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김영희,"월 C / 차255, 수 E / 차255",18
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),양소영,"월 E / 차253, 수 C / 차253",15
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),권선경,"월 E / 차252, 수 C / 차252",18
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),이현정,"월 E / 차251, 수 C / 차251",17
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김혜정,"월 E / 차250, 수 C / 차250",17
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김윤정,"월 D / 차254, 수 F / 차254",15
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),황인순,"월 D / 차253, 수 F / 차253",18
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),이현정,"월 D / 차252, 수 F / 차252",16
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김혜정,"월 D / 차251, 수 F / 차251",16
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김영희,"월 D / 차250, 수 F / 차250",19
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),이윤빈,"월 C / 차254, 수 E / 차254",20
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),조진만,"월 C / 차253, 수 E / 차253",17
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김윤정,"월 C / 차252, 수 E / 차252",15
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),양소영,"월 C / 차251, 수 E / 차251",16
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),권선경,"월 C / 차250, 수 E / 차250",16
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),이윤빈,"월 B / 차254, 수 A / 차254",20
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),황인순,"월 B / 차253, 수 A / 차253",20
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김윤정,"월 B / 차252, 수 A / 차252",16
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),양소영,"월 B / 차251, 수 A / 차251",17
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),권선경,"월 B / 차250, 수 A / 차250",19
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),이윤빈,"월 A / 차254, 수 B / 차254",20
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),황인순,"월 A / 차253, 수 B / 차253",20
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김윤정,"월 A / 차252, 수 B / 차252",20
소통역량개발센터(학사),대학글쓰기(인문·사회·예술계),김혜정,"월 A / 차251, 수 B / 차251",18
소통역량개발센터(학사),이해와소통세미나,이효영,"월 B / 차255, 수 A / 차255",19
소통역량개발센터(학사),이해와소통세미나,김윤수,"월 B / 인116, 수 A / 인116",16
소통역량개발센터(학사),이해와소통세미나,최인선,"월 B / 인117, 수 A / 인117",17
소통역량개발센터(학사),이해와소통세미나,오자은,"월 B / 인118, 수 A / 인118",19
소통역량개발센터(학사),이해와소통세미나,김두환,"월 B / 인134, 수 A / 인134",15
소통역량개발센터(학사),이해와소통세미나,이은애,"월 B / 인135, 수 A / 인135",16
소통역량개발센터(학사),이해와소통세미나,최인선,"월 A / 인115, 수 B / 인115",18
소통역량개발센터(학사),이해와소통세미나,오자은,"월 A / 인116, 수 B / 인116",19
소통역량개발센터(학사),이해와소통세미나,차지영,"월 A / 인117, 수 B / 인117",15
소통역량개발센터(학사),이해와소통세미나,조우호,"월 A / 인118, 수 B / 인118",15
소통역량개발센터(학사),이해와소통세미나,김연규,"월 A / 인134, 수 B / 인134",16
소통역량개발센터(학사),이해와소통세미나,이경하,"월 A / 인135, 수 B / 인135",15
소통역량개발센터(학사),이해와소통세미나,김윤수,"월 D / 인115, 수 F / 인115",18
소통역량개발센터(학사),이해와소통세미나,최인선,"월 D / 인116, 수 F / 인116",19
소통역량개발센터(학사),이해와소통세미나,오자은,"월 D / 인117, 수 F / 인117",19
소통역량개발센터(학사),이해와소통세미나,정하숙,"월 D / 인304, 수 F / 인304",15
소통역량개발센터(학사),이해와소통세미나,김성진,"월 D / 차256, 수 F / 차256",19
소통역량개발센터(학사),이해와소통세미나,곽정연,"월 D / 인330, 수 F / 인330",15
소통역량개발센터(학사),이해와소통세미나,오자은,"월 C / 인115, 수 E / 인115",17
소통역량개발센터(학사),이해와소통세미나,김윤수,"월 C / 인116, 수 E / 인116",19
소통역량개발센터(학사),이해와소통세미나,김진우,"월 C / 인117, 수 E / 인117",19
소통역량개발센터(학사),이해와소통세미나,김효정,"월 E / 인115, 수 C / 인115",19
소통역량개발센터(학사),이해와소통세미나,김윤수,"월 E / 인116, 수 C / 인116",19
소통역량개발센터(학사),이해와소통세미나,임승렬,"월 E / 유210, 수 C / 유210",21
소통역량개발센터(학사),이해와소통세미나,이향주,"월 C / 차256, 수 E / 차256",18
소통역량개발센터(학사),이해와소통세미나,이경하,"월 C / 인134, 수 E / 인134",17
소통역량개발센터(학사),이해와소통세미나,조경은,"월 C / 인135, 수 E / 인135",19
소통역량개발센터(학사),이해와소통세미나,이향주,"월 F / 차256, 수 D / 차256",19
소통역량개발센터(학사),이해와소통세미나,조경은,"월 A / 인136, 수 B / 인136",19
소통역량개발센터(학사),이해와소통세미나,이경하,"월 F / 인117, 수 D / 인117",18
소통역량개발센터(학사),이해와소통세미나,조경은,"월 F / 인118, 수 D / 인118",19
소통역량개발센터(학사),이해와소통세미나,최인선,"월 E / 인135, 수 C / 인135",17
소통역량개발센터(학사),이해와소통세미나,김연규,"월 F / 인135, 수 D / 인135",19
소통역량개발센터(학사),이해와소통세미나,이용민,"월 E / 인118, 수 C / 인118",19
소통역량개발센터(학사),이해와소통세미나,김연규,"월 E / 인134, 수 C / 인134",17
융합사고력센터(학사),컴퓨팅사고,진동욱,월 1~2 / 차323,35
융합사고력센터(학사),컴퓨팅사고,진동욱,월 5~6 / 차323,33
융합사고력센터(학사),컴퓨팅사고,박주연,월 7~8 / 차324,35
융합사고력센터(학사),컴퓨팅사고,노지예,수 1~2 / 차323,36
융합사고력센터(학사),컴퓨팅사고,진동욱,금 5~6 / 차324,35
융합사고력센터(학사),컴퓨팅사고,노지예,금 1~2 / 차323,33
융합사고력센터(학사),컴퓨팅사고,정혜진,금 1~2 / 차324,35
융합사고력센터(학사),컴퓨팅사고,노지예,금 5~6 / 차323,35
융합사고력센터(학사),컴퓨팅사고,김성애,금 7~8 / 차324,30
융합사고력센터(학사),컴퓨팅사고,노지예,금 7~8 / 차323,34
융합사고력센터(학사),컴퓨팅사고,박주연,월 3~4 / 차324,35
융합사고력센터(학사),컴퓨팅사고,노지예,월 3~4 / 차323,35
융합사고력센터(학사),컴퓨팅사고,정혜진,월 1~2 / 차324,35
융합사고력센터(학사),컴퓨팅사고,정혜진,월 5~6 / 차324,33
융합사고력센터(학사),컴퓨팅사고,김성애,수 1~2 / 차324,35
융합사고력센터(학사),컴퓨팅사고,김성애,금 3~4 / 차323,34
융합사고력센터(학사),컴퓨팅사고,정혜진,금 3~4 / 차324,34
융합사고력센터(학사),컴퓨팅사고,김성애,수 5~6 / 차323,35
융합사고력센터(학사),컴퓨팅사고,박주연,수 3~4 / 차323,29
융합사고력센터(학사),컴퓨팅사고,노지예,수 3~4 / 차324,27
융합사고력센터(학사),컴퓨팅사고,정혜진,수 5~6 / 차324,28
국어국문학전공,교양한문,이은성,"월 E / 인345, 수 C / 인345",25
국어국문학전공,교양한문,이은성,"월 F / 인345, 수 D / 인345",30
국어국문학전공,맞춤법과표준어,황현동,"화 B / 대102, 목 A / 대102",46
국어국문학전공,문학의이해,유예현,"화 D / 인345, 목 F / 인345",49
국어국문학전공,한국근대시의현장,이명찬,"월 D / 인345, 수 F / 인345",38
국어국문학전공,한국문화와이야기,김유진,"화 E / 대102, 목 C / 대102",49
국어국문학전공,한국인의삶과문학적상상력,김유진,"월 B / 대102, 수 A / 대102",35
일어일문학전공,교양일본어,이이야마다케시,"화 B / 인346, 목 A / 인346",27
일어일문학전공,교양일본어,이영아,"화 E / 인346, 목 C / 인346",25
일어일문학전공,예술매체로보는일본문화,김경숙,화 C~D / 인104,50
일어일문학전공,일본어회화,이이야마다케시,"월 A / 차121, 수 B / 차121",25
일어일문학전공,일본인과일본문화,김경숙,"화 F / 인104, 목 D / 인104",47
일어일문학전공,일본지역문화탐방,노주현,금 1~3 / ,54
중어중문학전공,교양중국어,장선우,"금 E, F / 인326",19
중어중문학전공,교양중국어,이은진,"화 A / 인327, 목 B / 인327",21
중어중문학전공,중국문화의이해,오헌필,"화 F / 차227, 목 D / 차227",22
중어중문학전공,중국어회화,위메이(Jiao Yumei),"월 C / 차124, 수 E / 차124",25
중어중문학전공,테마중국기행,오헌필,"화 E / 차227, 목 C / 차227",23
영어영문학전공,다시보는미국사회,이수영,월 10~12 / ,100
영어영문학전공,미디어속영미권사회문화이슈,애덤(Adam Talbot),"화 E / 차231, 목 C / 차231",34
영어영문학전공,영미소설과미디어콘텐츠,애덤(Adam Talbot),"화 B / 인102, 목 A / 인102",28
불어불문학전공,교양프랑스어,권영신,"화 B / 인302, 목 A / 인302",26
불어불문학전공,교양프랑스어,차지영,"화 E / 인302, 목 C / 인302",29
불어불문학전공,신화와예술,손경애,"월 E / 대101, 수 C / 대101",33
불어불문학전공,프랑스어권문화이해,권영신,"화 D / 대101, 목 F / 대101",32
불어불문학전공,프랑스어회화,앙토니 꼬레이야,"월 E / 차123, 수 C / 차123",23
독어독문학전공,Intercultural competence and Korean society,다니엘 슈무츠(Daniel Schmutz),"월 D / 차232, 수 F / 차232",5
독어독문학전공,교양독일어,조우호,"화 D / 인326, 목 F / 인326",0
독어독문학전공,교양독일어,김동조,금 E~F / 인304,30
독어독문학전공,독일어회화,다니엘 슈무츠(Daniel Schmutz),"월 C / 차231, 수 E / 차231",25
독어독문학전공,서양문학과호모이코노미쿠스인간론,조우호,"월 E / 인303, 수 C / 인303",0
독어독문학전공,유럽공연예술,곽정연,"화 E / 인342, 목 C / 인342",24
독어독문학전공,프로이트문화비평과여성,곽정연,"월 F / 인303, 수 D / 인303",28
스페인어전공,교양스페인어,김상윤,"월 C / 인304, 수 E / 인304",30
스페인어전공,교양스페인어,권은희,"화 D / 인342, 목 F / 인342",30
스페인어전공,스페인어회화,라이먼(Raimon Blancafort Lopez),"월 E / 인344, 수 C / 인344",25
스페인어전공,잃어버린세계를찾아,이종득,"화 E / 인112, 목 C / 인112",49
스페인어전공,회화예술로본스페인,김경란,금 C~D / 인326,49
사학전공,젠더의역사,권은혜,"월 D / 인104, 수 F / 인104",0
사학전공,한국현대사,김정신,"화 D / 인101, 목 F / 인101",47
사학전공,한국현대사,홍정완,"월 A / 인103, 수 B / 인103",44
철학전공,문자로읽는아시아의문화와사상,이수미,토 7~9 / ,99
철학전공,미와예술의철학적성찰,오윤정,"월 A / 인104, 수 B / 인104",29
철학전공,윤리란무엇인가?,변문숙,금 E~F / 인101,46
철학전공,인간과사상,이재춘,화 C~D / 차227,40
미술사학전공,게임의역사,정수희,"화 A / 대103, 목 B / 대103",49
미술사학전공,문화콘텐츠와미술문화,정수희,"화 B / 대103, 목 A / 대103",46
미술사학전공,서양미술의이해,정무정,"월 D / 대107, 수 F / 대107",31
미술사학전공,한국미술의이해,박은순,"화 C / 대101, 목 E / 대101",0
문화인류학전공,낯설게보는한국문화,최시현,"화 C / 차124, 목 E / 차124",22
문화인류학전공,비교문화론,김관욱,"화 B / 대106, 목 A / 대106",49
문화인류학전공,현대사회의부족들,함세정,"월 F / 인344, 수 D / 인344",37
경영학전공,개인재무설계의이해,이황희,"월 D / 대102, 수 F / 대102",50
경영학전공,정보기술의이해,노태협,"월 E / , 수 C / ",40
경영학전공,현대사회와기업경영,주정은,"월 A / 대102, 수 B / 대102",27
회계학전공,회계학개론,송혁준,"화 D / 인327, 목 F / 인327",19
국제통상학전공,경제와사회,박응석,금 E~F / 차243,44
국제통상학전공,무역현장실습1,원동환,토 C~D / 차244,0
국제통상학전공,무역현장실습2,원동환,토 E~F / 차244,0
국제통상학전공,세계경제의이해,박현용,금 1~3 / ,80
법학전공,여성과법률,주승희,"월 F / , 수 D / ",59
법학전공,인권과노동법,강수경,"월 E / 차243, 수 C / 차243",48
법학전공,저작권과문화,조채영,금 E~F / 대101,45
사회학전공,The Making of Contemporary Korea(영어강의),김두환,"월 D / 차231, 수 F / 차231",6
사회학전공,Women and Families in Korean Society(영어강의),김은정,"월 F / 차231, 수 D / 차231",17
사회학전공,대중매체를통해서보는사회와문화,김은정,"월 E / 차231, 수 C / 차231",48
문헌정보학전공,학술정보활용과검색,정진수,"화 C / 차323, 목 E / 차323",50
심리학전공,성과심리,박예나,"화 B / 차244, 목 A / 차244",37
심리학전공,여성심리학,김미리혜,"화 B / 차123, 목 A / 차123",46
심리학전공,정서의이해와조절,박예나,"화 A / 차244, 목 B / 차244",46
심리학전공,중독의심리,김미리혜,"화 E / 차121, 목 C / 차121",50
아동가족학전공,부모교육및상담,한아름,"월 C / 인345, 수 E / 인345",49
사회복지학전공,영상예술과사회복지,김진우,"월 E / 대103, 수 C / 대103",50
사회복지학전공,우리가만드는복지국가,은석,"월 F / 인101, 수 D / 인101",47
정치외교학전공,글로벌이슈와세계정치,임희수,월 E~F / 차232,24
정치외교학전공,기후변화와글로벌환경문제의이해,김유철,"화 D / 차231, 목 F / 차231",48
정치외교학전공,인간과정치권력:철학과역사,조진만,"월 D / 차243, 수 F / 차243",47
정치외교학전공,정치학으로의산책,김우연,수 C~D / 차228,50
의상디자인전공,패션심리와소비문화,최미영,"화 B / 자B206, 목 A / 자B206",37
의상디자인전공,패션이미지와스타일링,김성은,금 A~B / 대102,0
컴퓨터공학전공,데이터와친해지기,이주영,월 E~F / 차323,35
컴퓨터공학전공,프로그래밍과친해지기,이찬수,금 A~B / 차337,41
IT미디어공학전공,소셜그래픽,박성희,금 E~F / 차326,30
IT미디어공학전공,소셜그래픽,박성희,금 C~D / 차326,30
IT미디어공학전공,소셜퍼블리싱,박성희,금 A~B / 차326,29
소프트웨어전공,4차산업혁명과미래사회,주성순,금 A~B / 차226,0
소프트웨어전공,생활코딩-스크래치,주성순,금 C~D / 차235,33
소프트웨어전공,인공지능과사회,이형규,"월 D / 차246, 수 F / 차246",36
소프트웨어전공,컴퓨터의이해와활용,음두헌,"월 F / 차235, 수 D / 차320",0
정보통계학전공,데이터와정보세계,민대기,"화 A, B / 차124",40
화학전공,현대화학의이해,김선영,"월 C / 자B203, 수 E / 자B203",33
화학전공,화학의세계,박현,"화 B / 자B203, 목 A / 자B203",47
식품영양학전공,Exploring Korean & Asian Culture through Tea Spirits(영어강의),정하숙,"화 D / 차228, 목 F / 차228",19
식품영양학전공,와인과문화,김건희,토 1~3 / ,100
식품영양학전공,천연물과학탐구,정하숙,"화 F / 차233, 목 D / 차233",33
식품영양학전공,향기과학의이해,이소영,"월 E / 대104, 수 C / 대104",39
식품영양학전공,현대인의식생활,김다미,"화 A / 인103, 목 B / 인103",50
생활체육학전공,교양골프,강준상,목 5~6 / 라001,29
생활체육학전공,교양볼링,강준상,화 3~4 / 라001,30
생활체육학전공,교양볼링,권영삼,수 3~4 / 라001,22
생활체육학전공,운동과 체형관리,변지용,수 5~6 / 라101,26
생활체육학전공,트레킹과등산,김준동,월 10~11 / 라001,28
생활체육학전공,휘트니스 트레이닝,김준동,월 7~8 / 라002,27
약학과,과학사,정우현,"화 F / 대103, 목 D / 대103",37
약학과,여성과보건,이환희,"화 A / 대202, 목 B / 대202",44
약학과,유전자와사회,차옥경,"월 F / 대104, 수 D / 대104",40
동양화전공,미술전시의이해,강재희,수 A~B / 대101,31
동양화전공,예술가와창의적표현,강재희,금 A~B / 대101,46
동양화전공,테마로읽는현대미술,차은영,화 C~D / 대104,45
서양화전공,사진의이해,박진식,월 C~D / 차228,43
서양화전공,아트인라이프,안현정,월 E~F / 차228,39
실내디자인전공,기초3D프로그램,이미희,금 A~B / L305,22
시각디자인전공,디지털디자인,김천수,금 A~B / 차325,30
시각디자인전공,세계디자인탐구,신지원,목 C~D / 차122,28
시각디자인전공,트랜스미디어와사용자경험디자인,이정선,목 E~F / 차325,0
텍스타일디자인전공,모바일로만드는문화컨텐츠,최형욱,목 E~F / 대104,0
텍스타일디자인전공,문화로읽는리빙스타일,박재영,금 C~D / 대105,29
텍스타일디자인전공,문화예술전시의이해,최형욱,목 C~D / 대204,26
사회봉사과(학사),사회봉사2,정선욱,,37
사회봉사과(학사),자원봉사1,손재현,,0
사회봉사과(학사),자원봉사2,손재현,,0
글로벌교육원(학사),외국인을 위한 한국어 수업(초급),임현아,"월 B / 인112, 수 A / 인112",15
글로벌교육원(학사),외국인을위한 시사한국어,김효정,"금 A, B / 인328",28
글로벌교육원(학사),외국인을위한 한국어읽기와 쓰기(중급),김효정,"금 C, D / 인328",23
글로벌교육원(학사),외국인을위한학술적글쓰기1,임현아,"월 A / 인112, 수 B / 인112",22
글로벌교육원(학사),외국인을위한학술적글쓰기2,임현아,"월 C / 인112, 수 E / 인112",17
차미리사교양대학 교학과(학사),건축으로읽는도시,이길훈,"화 E / 인104, 목 C / 인104",37
차미리사교양대학 교학과(학사),글로벌시대의예술과가치,이정욱,,40
차미리사교양대학 교학과(학사),나이듦의인문학적이해,이정욱,,40
차미리사교양대학 교학과(학사),노동인권,이수호,금 C~D / 인301,29
차미리사교양대학 교학과(학사),도시의이해,이길훈,"화 C / 인101, 목 E / 인101",47
차미리사교양대학 교학과(학사),문화기술과사회변동,이정욱,,40
차미리사교양대학 교학과(학사),문화행정론,이정욱,,40
차미리사교양대학 교학과(학사),사회정의와교육정책,이용민,"월 C / 인103, 수 E / 인103",33
차미리사교양대학 교학과(학사),상상과창조,이정욱,,39
차미리사교양대학 교학과(학사),색채심리와현대생활,이정욱,,40
차미리사교양대학 교학과(학사),생활속의계약과협상,이정욱,,39
차미리사교양대학 교학과(학사),성공하는문화콘텐츠소재개발전략,이정욱,,40
차미리사교양대학 교학과(학사),실용금융의이해,장순택,월 3~4 / 차233,22
차미리사교양대학 교학과(학사),여성과노동,김주희,"월 E / 인102, 수 C / 인102",30
차미리사교양대학 교학과(학사),여성과현대사회,김주희,"월 C / 인102, 수 E / 인102",30
차미리사교양대학 교학과(학사),웰니스와삶의질,이정욱,,40
차미리사교양대학 교학과(학사),위대하고위험한약이야기,정진호,"월 E / 인101, 수 C / 인101",50
차미리사교양대학 교학과(학사),음식과세계문화,김건희,,99
차미리사교양대학 교학과(학사),인공지능과메이커의세계,김성애,화 E~F / 차326,0
차미리사교양대학 교학과(학사),인공지능과윤리,박주연,토 1~3 / ,49
차미리사교양대학 교학과(학사),인공지능의이해,박주연,화 E~F / 차325,28
차미리사교양대학 교학과(학사),젠더와문화,김주희,"화 E / 인102, 목 C / 인102",30
차미리사교양대학 교학과(학사),지속가능한미래와공존을위한창의성,이용민,"화 C / 인103, 목 E / 인103",36
차미리사교양대학 교학과(학사),지역사회와문화기획,김도혜,"화 E / 인101, 목 C / 인101",0
차미리사교양대학 교학과(학사),테크노경영학,이정욱,,40
